Listing Title,Listing Date,Price
2020 Lexus NX 300 Sport Utility 4D hatchback Black - FINANCE ONLINE,Apr  4,"$33,590"
Honda CRV EX-L 2008,Apr  4,"$6,000"
2016 INFINITI QX70 3.7 Sport Utility 4D suv Gray - FINANCE ONLINE,Apr  4,"$21,990"
2009 Toyota Venza Wagon 4D wagon Blue - FINANCE ONLINE,Apr  4,"$15,990"
2017 GMC Sierra 2500HD SLT Crew Cab 4WD,Apr  4,"$49,900"
2014 Audi S4 Sedan quattro,Apr  4,"$27,900"
1968 Pontiac Firebird 2dr Coupe Firebird,Apr  4,"$25,900"
1993 Corvette Convertible,Apr  4,"$9,900"
2017 Jeep Wrangler Unlimited Rubicon - BAD CREDIT OK!,Apr  4,$99
2018 Dodge Grand Caravan Passenger GT Minivan 4D van Black - FINANCE,Apr  4,"$18,990"
